algo,k,precision,recall,mrr,ndcg,coverage,pop,num_queries
early_AT,10,0.593129218900675,0.005027701104024706,0.7334871653579464,0.5976627278092217,0.8187078109932497,38.23534233365477,4148
late_AT,10,0.5894648023143685,0.004748081415541414,0.7321032511365201,0.5940158106115514,0.8187078109932497,38.207063645130184,4148
early_AV,10,0.5449855351976856,0.003527142518112285,0.7010861038404433,0.5504573847144771,0.8042430086788814,38.82803760848602,4148
late_AV,10,0.5412246865959498,0.0034693898541517647,0.6984047580780945,0.546964895493189,0.8175024108003858,38.658992285438764,4148
early_TV,10,0.5337753134040503,0.00361198505494845,0.6911048162434372,0.5392916676924925,0.7531340405014465,39.48895853423337,4148
late_TV,10,0.5331002892960464,0.003620510329357431,0.6897752406973718,0.5384315813352216,0.7540983606557377,39.37642237222759,4148
early_ATV,10,0.5706123432979748,0.00408181017651393,0.7212231750623747,0.5767997968749762,0.7372227579556413,40.15986017357763,4148
late_ATV,10,0.5665139826422373,0.004032729480782848,0.7178359048537447,0.5723846477671058,0.7434908389585342,40.00638862102218,4148
