QueryID	Algorithm	Metric	k	Value
GLOBAL	early_TV	Pop@k	11	39.65779784342948
GLOBAL	early_TV	Coverage@k	12	0.7813404050144648
GLOBAL	early_TV	Pop@k	12	39.674762937962065
GLOBAL	early_TV	Coverage@k	13	0.7914657666345226
GLOBAL	early_TV	Pop@k	13	39.68566871893776
GLOBAL	early_TV	Coverage@k	14	0.799662487945998
GLOBAL	early_TV	Pop@k	14	39.673767047802734
GLOBAL	early_TV	Coverage@k	15	0.8054484088717454
GLOBAL	early_TV	Pop@k	15	39.65882352941176
GLOBAL	early_TV	Coverage@k	16	0.8107521697203471
GLOBAL	early_TV	Pop@k	16	39.64966550144648
GLOBAL	early_TV	Coverage@k	17	0.8165380906460945
GLOBAL	early_TV	Pop@k	17	39.64335753587839
GLOBAL	early_TV	Coverage@k	18	0.8203953712632595
GLOBAL	early_TV	Pop@k	18	39.630384120861464
GLOBAL	early_TV	Coverage@k	19	0.8254580520732884
GLOBAL	early_TV	Pop@k	19	39.63067806932954
GLOBAL	early_TV	Coverage@k	20	0.8324493731918997
GLOBAL	early_TV	Pop@k	20	39.62779652844744
GLOBAL	late_TV	Coverage@k	1	0.39151398264223725
GLOBAL	late_TV	Pop@k	1	39.024831243973
GLOBAL	late_TV	Coverage@k	2	0.5156702025072324
GLOBAL	late_TV	Pop@k	2	39.21371745419479
GLOBAL	late_TV	Coverage@k	3	0.5790742526518804
GLOBAL	late_TV	Pop@k	3	39.44013179042109
GLOBAL	late_TV	Coverage@k	4	0.6292189006750241
GLOBAL	late_TV	Pop@k	4	39.470949855351975
GLOBAL	late_TV	Coverage@k	5	0.6668273866923818
GLOBAL	late_TV	Pop@k	5	39.46957569913211
GLOBAL	late_TV	Coverage@k	6	0.6967213114754098
GLOBAL	late_TV	Pop@k	6	39.46142719382835
GLOBAL	late_TV	Coverage@k	7	0.7157666345226615
GLOBAL	late_TV	Pop@k	7	39.54125912660145
GLOBAL	late_TV	Coverage@k	8	0.7355351976856316
GLOBAL	late_TV	Pop@k	8	39.51539898746384
GLOBAL	late_TV	Coverage@k	9	0.7514464802314368
GLOBAL	late_TV	Pop@k	9	39.51510768241723
GLOBAL	late_TV	Coverage@k	10	0.7651880424300868
GLOBAL	late_TV	Pop@k	10	39.56393442622951
